Traffik,Bandwith,Throughput,Link Utilization,Jitter,Packet Los,Packet Loss
800,1000,800,0.8,0.249,0/68,0
800,1000,800,0.8,0.307,0/68,0
800,1000,800,0.8,0.304,0/68,0
800,1000,800,0.8,0.265,0/68,0
800,1000,800,0.8,0.282,0/68,0
800,1000,800,0.8,0.293,0/68,0
800,1000,800,0.8,0.249,0/68,0
800,1000,800,0.8,0.258,0/68,0
800,1000,800,0.8,0.28,0/68,0
800,1000,811,0.811,0.353,0/69,0
800,1000,800,0.8,0.226,0/68,0
800,1000,800,0.8,0.248,0/68,0
800,1000,800,0.8,0.304,0/68,0
800,1000,800,0.8,0.136,0/68,0
800,1000,800,0.8,0.217,0/68,0
800,1000,800,0.8,0.149,0/68,0
800,1000,800,0.8,0.129,0/68,0
800,1000,800,0.8,0.267,0/68,0
1200,1000,976,0.976,2.351,0/83,0
1200,1000,976,0.976,2.138,0/83,0
1200,1000,964,0.964,2.332,0/82,0
1200,1000,976,0.976,2.33,0/83,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,964,0.964,2.323,0/82,0
1200,1000,976,0.976,2.511,0/83,0
1200,1000,964,0.964,2.296,0/82,0
1200,1000,976,0.976,2.342,0/83,0
1200,1000,976,0.976,2.434,0/83,0
1200,1000,964,0.964,2.302,0/82,0
1200,1000,976,0.976,2.374,0/83,0
1200,1000,964,0.964,2.246,0/82,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,976,0.976,2.395,0/83,0
1200,1000,964,0.964,2.299,0/82,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,976,0.976,2.306,0/83,0
1200,1000,964,0.964,2.306,0/82,0
1200,1000,976,0.976,2.299,0/83,0
1200,1000,964,0.964,2.297,0/82,0
1200,1000,976,0.976,2.289,0/83,0
1200,1000,976,0.976,2.29,0/83,0
1200,1000,964,0.964,2.32,0/82,0
1200,1000,976,0.976,2.303,0/83,0
1200,1000,964,0.964,2.293,0/82,0
1200,1000,976,0.976,2.308,0/83,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,964,0.964,2.285,0/82,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,964,0.964,2.296,0/82,0
1200,1000,976,0.976,2.29,0/83,0
1200,1000,976,0.976,2.29,0/83,0
1200,1000,964,0.964,2.32,0/82,0
1200,1000,976,0.976,2.308,0/83,0
1200,1000,976,0.976,2.301,0/83,0
1200,1000,964,0.964,2.309,0/82,0
1200,1000,976,0.976,2.215,0/83,0
1200,1000,964,0.964,2.298,0/82,0
1200,1000,976,0.976,2.332,0/83,0
1200,1000,976,0.976,2.295,0/83,0
1200,1000,964,0.964,2.29,0/82,0
1200,1000,976,0.976,2.357,0/83,0
1200,1000,964,0.964,2.303,0/82,0
1200,1000,976,0.976,2.295,0/83,0
1200,1000,964,0.964,2.411,0/82,0
1200,1000,976,0.976,2.321,0/83,0
1200,1000,964,0.964,2.289,0/82,0
1200,1000,976,0.976,2.303,0/83,0
1200,1000,976,0.976,2.299,0/83,0
1200,1000,964,0.964,2.305,0/82,0
1200,1000,976,0.976,2.312,0/83,0
1200,1000,964,0.964,2.284,0/82,0
1200,1000,976,0.976,2.304,0/83,0
1200,1000,964,0.964,2.309,0/82,0
1200,1000,976,0.976,412.763,715/798,90
1200,1000,976,0.976,4.227,0/83,0
1200,1000,964,0.964,2.315,0/82,0
1200,1000,976,0.976,2.186,0/83,0
1200,1000,964,0.964,2.293,0/82,0
1600,1000,976,0.976,4.745,0/83,0
1600,1000,964,0.964,4.783,0/82,0
1600,1000,976,0.976,4.748,0/83,0
1600,1000,964,0.964,4.754,0/82,0
1600,1000,976,0.976,4.8,0/83,0
1600,1000,976,0.976,4.747,0/83,0
1600,1000,964,0.964,4.736,0/82,0
1600,1000,976,0.976,4.842,0/83,0
1600,1000,964,0.964,4.746,0/82,0
1600,1000,976,0.976,4.758,0/83,0
1600,1000,976,0.976,4.788,0/83,0
1600,1000,964,0.964,4.747,0/82,0
1600,1000,976,0.976,4.74,0/83,0
1600,1000,964,0.964,4.754,0/82,0
1600,1000,976,0.976,4.764,0/83,0
1600,1000,976,0.976,4.737,0/83,0
1600,1000,964,0.964,4.739,0/82,0
1600,1000,976,0.976,4.749,0/83,0
1600,1000,964,0.964,4.753,0/82,0
1600,1000,976,0.976,4.755,0/83,0
1600,1000,976,0.976,4.753,0/83,0
1600,1000,964,0.964,4.747,0/82,0
1600,1000,976,0.976,4.738,0/83,0
1600,1000,964,0.964,4.766,0/82,0
1600,1000,976,0.976,4.746,0/83,0
1600,1000,976,0.976,4.751,0/83,0
1600,1000,964,0.964,4.753,0/82,0
1600,1000,976,0.976,4.746,0/83,0
1600,1000,976,0.976,4.751,0/83,0
1600,1000,964,0.964,4.008,8/90,8.9
1600,1000,976,0.976,3.367,54/137,39
1600,1000,964,0.964,3.312,53/135,39
1600,1000,976,0.976,3.189,53/136,39
1600,1000,976,0.976,3.462,54/137,39
1600,1000,964,0.964,3.501,53/135,39
1600,1000,976,0.976,3.316,54/137,39
1600,1000,964,0.964,3.334,53/135,39
1600,1000,976,0.976,3.318,53/136,39
1600,1000,976,0.976,3.236,54/137,39
1600,1000,964,0.964,3.277,53/135,39
1600,1000,976,0.976,3.446,53/136,39
1600,1000,976,0.976,3.325,54/137,39
1600,1000,964,0.964,3.362,53/135,39
1600,1000,976,0.976,3.423,53/136,39
1600,1000,964,0.964,3.067,53/135,39
1600,1000,976,0.976,3.391,54/137,39
1600,1000,976,0.976,3.368,54/137,39
1600,1000,964,0.964,4.157,52/134,39
1600,1000,976,0.976,3.406,54/137,39
1600,1000,964,0.964,3.355,53/135,39
1600,1000,976,0.976,3.411,54/137,39
1600,1000,976,0.976,3.393,53/136,39
1600,1000,964,0.964,3.403,53/135,39
1600,1000,976,0.976,3.282,54/137,39
1600,1000,964,0.964,3.338,53/135,39
1600,1000,976,0.976,3.447,53/136,39
1600,1000,976,0.976,3.314,54/137,39
1600,1000,964,0.964,3.365,53/135,39
1600,1000,976,0.976,3.429,53/136,39
1600,1000,976,0.976,3.317,54/137,39
2000,1000,964,0.964,6.238,0/ 82,0
2000,1000,976,0.976,6.192,0/ 83,0
2000,1000,964,0.964,6.244,0/ 82,0
2000,1000,976,0.976,6.209,0/ 83,0
2000,1000,976,0.976,6.213,0/ 83,0
2000,1000,964,0.964,6.257,0/ 82,0
2000,1000,976,0.976,6.219,0/ 83,0
2000,1000,976,0.976,6.165,0/ 83,0
2000,1000,964,0.964,6.312,0/ 82,0
2000,1000,976,0.976,6.219,0/ 83,0
2000,1000,964,0.964,6.222,0/ 82,0
2000,1000,976,0.976,6.171,0/ 83,0
2000,1000,976,0.976,6.231,0/ 83,0
2000,1000,964,0.964,6.23,0/ 82,0
2000,1000,976,0.976,6.224,0/ 83,0
2000,1000,964,0.964,33.493,309/391,79
2000,1000,976,0.976,6.347,0/83,0
2000,1000,976,0.976,6.217,0/83,0
2000,1000,964,0.964,6.223,0/82,0
2000,1000,976,0.976,6.219,0/83,0
2000,1000,964,0.964,6.214,0/82,0
2000,1000,976,0.976,6.215,0/83,0
2000,1000,976,0.976,6.222,0/83,0
2000,1000,964,0.964,6.212,0/82,0
2000,1000,976,0.976,6.228,0/83,0
2000,1000,964,0.964,6.224,0/82,0
2000,1000,976,0.976,1.309,86/169,51
2000,1000,976,0.976,1.771,82/165,50
2000,1000,964,0.964,0.603,86/168,51
2000,1000,976,0.976,0.58,88/171,51
2000,1000,964,0.964,0.714,87/169,51
2000,1000,976,0.976,0.796,88/171,51
2000,1000,976,0.976,0.529,87/170,51
2000,1000,964,0.964,0.851,87/169,51
2000,1000,976,0.976,0.769,88/171,51
2000,1000,976,0.976,0.534,87/170,51
2000,1000,964,0.964,0.715,87/169,51
2000,1000,976,0.976,0.72,88/171,51
2000,1000,964,0.964,0.772,87/169,51
2000,1000,976,0.976,0.592,87/170,51
2000,1000,976,0.976,0.587,88/171,51
2000,1000,964,0.964,1.146,87/169,51
2000,1000,976,0.976,0.954,88/171,51
2000,1000,964,0.964,0.571,86/168,51
2000,1000,976,0.976,0.64,88/171,51
2000,1000,976,0.976,0.8,88/171,51
2000,1000,964,0.964,0.524,86/168,51
2000,1000,976,0.976,0.599,88/171,51
2000,1000,976,0.976,0.665,88/171,51
2000,1000,964,0.964,0.876,87/169,51
2000,1000,976,0.976,0.907,87/170,51
2000,1000,964,0.964,0.786,87/169,51
2000,1000,976,0.976,0.937,88/171,51
2000,1000,976,0.976,0.517,87/170,51
2000,1000,964,0.964,0.888,87/169,51
2000,1000,976,0.976,0.734,88/171,51
2000,1000,964,0.964,0.797,89/171,52
2000,1000,976,0.976,0.569,87/170,51
2000,1000,964,0.964,34.929,1675/1757,95
2000,1000,976,0.976,6.378,0/83,0
400,1000,412,0.412,0.149,0/35,0
400,1000,400,0.4,0.18,0/34,0
400,1000,400,0.4,0.2,0/34,0
400,1000,400,0.4,0.155,0/34,0
400,1000,400,0.4,0.184,0/34,0
400,1000,400,0.4,0.199,0/34,0
400,1000,400,0.4,0.165,0/34,0
400,1000,400,0.4,0.174,0/34,0
400,1000,400,0.4,0.201,0/34,0
400,1000,400,0.4,0.21,0/34,0
400,1000,400,0.4,0.191,0/34,0
400,1000,400,0.4,0.186,0/34,0
400,1000,400,0.4,0.196,0/34,0
400,1000,400,0.4,0.241,0/34,0
400,1000,400,0.4,0.218,0/34,0
400,1000,400,0.4,0.211,0/34,0
400,1000,400,0.4,0.203,0/34,0
400,1000,400,0.4,0.174,0/34,0
400,1000,400,0.4,0.151,0/34,0
400,1000,400,0.4,0.207,0/34,0
400,1000,400,0.4,0.203,0/34,0
400,1000,400,0.4,0.183,0/34,0
400,1000,400,0.4,0.23,0/34,0
400,1000,400,0.4,0.225,0/34,0
400,1000,400,0.4,0.183,0/34,0
400,1000,400,0.4,0.219,0/34,0
400,1000,400,0.4,0.227,0/34,0
400,1000,400,0.4,0.168,0/34,0
400,1000,400,0.4,0.155,0/34,0
400,1000,400,0.4,0.162,0/34,0
400,1000,400,0.4,0.161,0/34,0
400,1000,400,0.4,0.199,0/34,0
400,1000,400,0.4,0.198,0/34,0
400,1000,400,0.4,0.225,0/34,0
400,1000,400,0.4,0.182,0/34,0
400,1000,400,0.4,0.19,0/34,0
400,1000,400,0.4,0.167,0/34,0
400,1000,400,0.4,0.169,0/34,0
400,1000,400,0.4,0.201,0/34,0
400,1000,400,0.4,0.172,0/34,0
400,1000,400,0.4,0.191,0/34,0
400,1000,400,0.4,0.225,0/34,0
400,1000,400,0.4,0.216,0/34,0
400,1000,400,0.4,0.208,0/34,0
400,1000,400,0.4,0.094,0/34,0
400,1000,400,0.4,0.145,0/34,0
400,1000,400,0.4,0.186,0/34,0
400,1000,400,0.4,0.239,0/34,0
400,1000,400,0.4,0.232,0/34,0
400,1000,400,0.4,0.164,0/34,0
400,1000,400,0.4,0.164,0/34,0
400,1000,400,0.4,0.213,0/34,0
400,1000,400,0.4,0.229,0/34,0
400,1000,400,0.4,0.147,0/34,0
400,1000,400,0.4,0.179,0/34,0
400,1000,400,0.4,0.171,0/34,0
400,1000,400,0.4,0.153,0/34,0
400,1000,400,0.4,0.165,0/34,0
400,1000,400,0.4,0.201,0/34,0
400,1000,400,0.4,0.223,0/34,0
800,1000,811,0.811,0.182,0/69,0
800,1000,800,0.8,0.237,0/68,0
800,1000,800,0.8,0.204,0/68,0
800,1000,800,0.8,0.189,0/68,0
800,1000,800,0.8,0.175,0/68,0
800,1000,800,0.8,0.153,0/68,0
800,1000,800,0.8,0.151,0/68,0
800,1000,800,0.8,0.199,0/68,0
800,1000,800,0.8,0.217,0/68,0
800,1000,800,0.8,0.201,0/68,0
800,1000,800,0.8,0.244,0/68,0
800,1000,800,0.8,0.23,0/68,0
800,1000,800,0.8,0.153,0/68,0
800,1000,800,0.8,0.196,0/68,0
800,1000,800,0.8,0.147,0/68,0
800,1000,800,0.8,0.181,0/68,0
800,1000,800,0.8,0.178,0/68,0
800,1000,800,0.8,0.146,0/68,0
800,1000,800,0.8,0.174,0/68,0
800,1000,811,0.811,0.174,0/69,0
800,1000,800,0.8,0.201,0/68,0
800,1000,800,0.8,0.19,0/68,0
800,1000,800,0.8,0.153,0/68,0
800,1000,800,0.8,0.128,0/68,0
800,1000,800,0.8,0.164,0/68,0
800,1000,800,0.8,0.169,0/68,0
800,1000,800,0.8,0.152,0/68,0
800,1000,800,0.8,0.188,0/68,0
800,1000,800,0.8,0.161,0/68,0
800,1000,800,0.8,0.16,0/68,0
800,1000,800,0.8,0.178,0/68,0
800,1000,800,0.8,0.181,0/68,0
800,1000,800,0.8,0.206,0/68,0
800,1000,800,0.8,0.189,0/68,0
800,1000,800,0.8,0.191,0/68,0
800,1000,800,0.8,0.151,0/68,0
800,1000,800,0.8,0.204,0/68,0
800,1000,800,0.8,0.207,0/68,0
800,1000,800,0.8,0.145,0/68,0
800,1000,800,0.8,0.19,0/68,0
800,1000,800,0.8,0.2,0/68,0
800,1000,800,0.8,0.221,0/68,0
800,1000,800,0.8,0.173,0/68,0
800,1000,800,0.8,0.198,0/68,0
800,1000,800,0.8,0.225,0/68,0
800,1000,800,0.8,0.168,0/68,0
800,1000,800,0.8,0.174,0/68,0
800,1000,800,0.8,0.209,0/68,0
800,1000,800,0.8,0.239,0/68,0
800,1000,800,0.8,0.157,0/68,0
800,1000,800,0.8,0.202,0/68,0
800,1000,800,0.8,0.22,0/68,0
800,1000,800,0.8,0.172,0/68,0
800,1000,800,0.8,0.165,0/68,0
800,1000,800,0.8,0.241,0/68,0
800,1000,800,0.8,0.178,0/68,0
800,1000,811,0.811,0.184,0/69,0
800,1000,800,0.8,0.189,0/68,0
800,1000,800,0.8,0.192,0/68,0
800,1000,800,0.8,0.189,0/68,0
1200,1000,976,0.976,2.296,0/83,0
1200,1000,964,0.964,2.298,0/82,0
1200,1000,976,0.976,2.35,0/83,0
1200,1000,976,0.976,2.291,0/83,0
1200,1000,964,0.964,2.308,0/82,0
1200,1000,976,0.976,2.353,0/83,0
1200,1000,964,0.964,2.307,0/82,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,976,0.976,2.422,0/83,0
1200,1000,964,0.964,2.253,0/82,0
1200,1000,976,0.976,2.383,0/83,0
1200,1000,976,0.976,2.309,0/83,0
1200,1000,964,0.964,2.291,0/82,0
1200,1000,976,0.976,2.297,0/83,0
1200,1000,964,0.964,2.389,0/82,0
1200,1000,976,0.976,2.307,0/83,0
1200,1000,976,0.976,2.302,0/83,0
1200,1000,964,0.964,2.29,0/82,0
1200,1000,976,0.976,2.238,0/83,0
1200,1000,964,0.964,2.308,0/82,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,976,0.976,2.311,0/83,0
1200,1000,964,0.964,2.334,0/82,0
1200,1000,976,0.976,2.294,0/83,0
1200,1000,964,0.964,2.311,0/82,0
1200,1000,976,0.976,2.296,0/83,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,964,0.964,2.313,0/82,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,976,0.976,2.314,0/83,0
1200,1000,964,0.964,2.348,0/82,0
1200,1000,976,0.976,2.286,0/83,0
1200,1000,964,0.964,2.291,0/82,0
1200,1000,976,0.976,2.333,0/83,0
1200,1000,976,0.976,2.339,0/83,0
1200,1000,964,0.964,2.312,0/82,0
1200,1000,976,0.976,2.366,0/83,0
1200,1000,964,0.964,2.294,0/82,0
1200,1000,976,0.976,2.301,0/83,0
1200,1000,976,0.976,2.428,0/83,0
1200,1000,964,0.964,2.302,0/82,0
1200,1000,976,0.976,2.308,0/83,0
1200,1000,976,0.976,2.214,0/83,0
1200,1000,964,0.964,2.291,0/82,0
1200,1000,976,0.976,10.424,406/489,83
1200,1000,964,0.964,2.337,0/82,0
1200,1000,976,0.976,2.293,0/83,0
1200,1000,964,0.964,2.298,0/82,0
1200,1000,976,0.976,2.288,0/83,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,964,0.964,2.29,0/82,0
1200,1000,976,0.976,2.302,0/83,0
1200,1000,964,0.964,2.294,0/82,0
1200,1000,976,0.976,2.293,0/83,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,964,0.964,2.312,0/82,0
1200,1000,764,0.764,29.415,0/65,0
1200,1000,764,0.764,2.679,0/65,0
1200,1000,964,0.964,2.354,0/82,0
1200,1000,976,0.976,2.339,0/83,0
1600,1000,976,0.976,4.766,0/83,0
1600,1000,976,0.976,4.751,0/83,0
1600,1000,964,0.964,4.751,0/82,0
1600,1000,976,0.976,4.754,0/83,0
1600,1000,964,0.964,4.754,0/82,0
1600,1000,976,0.976,4.766,0/83,0
1600,1000,976,0.976,4.762,0/83,0
1600,1000,964,0.964,4.749,0/82,0
1600,1000,976,0.976,4.759,0/83,0
1600,1000,964,0.964,4.748,0/82,0
1600,1000,976,0.976,4.748,0/83,0
1600,1000,976,0.976,4.759,0/83,0
1600,1000,964,0.964,4.736,0/82,0
1600,1000,976,0.976,4.696,0/83,0
1600,1000,964,0.964,4.768,0/82,0
1600,1000,976,0.976,4.735,0/83,0
1600,1000,976,0.976,4.752,0/83,0
1600,1000,964,0.964,4.787,0/82,0
1600,1000,976,0.976,4.748,0/83,0
1600,1000,976,0.976,4.749,0/83,0
1600,1000,964,0.964,4.8,0/82,0
1600,1000,976,0.976,4.756,0/83,0
1600,1000,964,0.964,4.748,0/82,0
1600,1000,976,0.976,4.816,0/83,0
1600,1000,976,0.976,4.761,0/83,0
1600,1000,964,0.964,4.75,0/82,0
1600,1000,976,0.976,4.875,0/83,0
1600,1000,964,0.964,4.751,0/82,0
1600,1000,976,0.976,4.74,0/83,0
1600,1000,976,0.976,3.908,11/94,12
1600,1000,964,0.964,3.278,55/137,40
1600,1000,976,0.976,20.909,1031/1114,93
1600,1000,964,0.964,4.829,0/82,0
1600,1000,976,0.976,4.748,0/83,0
1600,1000,964,0.964,4.746,0/82,0
1600,1000,976,0.976,4.749,0/83,0
1600,1000,976,0.976,4.748,0/83,0
1600,1000,964,0.964,4.748,0/82,0
1600,1000,976,0.976,4.724,0/83,0
1600,1000,964,0.964,4.762,0/82,0
1600,1000,976,0.976,4.747,0/83,0
1600,1000,964,0.964,4.763,0/82,0
1600,1000,976,0.976,4.751,0/83,0
1600,1000,964,0.964,4.735,0/82,0
1600,1000,964,0.964,3.472,31/113,27
1600,1000,976,0.976,3.382,54/137,39
1600,1000,964,0.964,3.478,53/135,39
1600,1000,976,0.976,3.406,53/136,39
1600,1000,976,0.976,3.289,54/137,39
1600,1000,964,0.964,3.292,53/135,39
1600,1000,976,0.976,3.186,54/137,39
1600,1000,964,0.964,3.35,53/135,39
1600,1000,976,0.976,3.324,53/136,39
1600,1000,976,0.976,3.312,54/137,39
1600,1000,976,0.976,3.511,53/136,39
1600,1000,964,0.964,3.403,53/135,39
1600,1000,976,0.976,3.47,54/137,39
1600,1000,976,0.976,3.276,54/137,39
1600,1000,964,0.964,3.398,52/134,39
1600,1000,976,0.976,3.308,54/137,39
2000,1000,976,0.976,6.223,0/83,0
2000,1000,964,0.964,6.211,0/82,0
2000,1000,976,0.976,6.229,0/83,0
2000,1000,976,0.976,6.218,0/83,0
2000,1000,964,0.964,6.219,0/82,0
2000,1000,976,0.976,6.221,0/83,0
2000,1000,964,0.964,6.216,0/82,0
2000,1000,976,0.976,6.211,0/83,0
2000,1000,976,0.976,6.229,0/83,0
2000,1000,964,0.964,6.219,0/82,0
2000,1000,976,0.976,6.221,0/83,0
2000,1000,964,0.964,6.237,0/82,0
2000,1000,976,0.976,6.217,0/83,0
2000,1000,976,0.976,6.229,0/83,0
2000,1000,964,0.964,6.239,0/82,0
2000,1000,976,0.976,33.055,304/387,79
2000,1000,964,0.964,6.36,0/82,0
2000,1000,976,0.976,6.258,0/83,0
2000,1000,976,0.976,6.22,0/83,0
2000,1000,964,0.964,6.23,0/82,0
2000,1000,976,0.976,6.298,0/83,0
2000,1000,964,0.964,6.228,0/82,0
2000,1000,976,0.976,6.213,0/83,0
2000,1000,976,0.976,6.357,0/83,0
2000,1000,964,0.964,6.219,0/82,0
2000,1000,976,0.976,4.597,5/88,5.7
2000,1000,976,0.976,0.623,88/171,51
2000,1000,964,0.964,1.714,81/163,50
2000,1000,976,0.976,0.532,87/170,51
2000,1000,964,0.964,0.567,87/169,51
2000,1000,976,0.976,0.655,88/171,51
2000,1000,976,0.976,0.774,88/171,51
2000,1000,964,0.964,0.511,86/168,51
2000,1000,976,0.976,0.603,88/171,51
2000,1000,964,0.964,0.694,87/169,51
2000,1000,976,0.976,0.799,88/171,51
2000,1000,976,0.976,0.565,87/170,51
2000,1000,964,0.964,0.637,87/169,51
2000,1000,976,0.976,0.728,88/171,51
2000,1000,964,0.964,0.543,86/168,51
2000,1000,976,0.976,0.576,88/171,51
2000,1000,976,0.976,0.827,88/171,51
2000,1000,964,0.964,0.837,87/169,51
2000,1000,976,0.976,0.522,87/170,51
2000,1000,976,0.976,0.693,88/171,51
2000,1000,964,0.964,0.824,87/169,51
2000,1000,976,0.976,0.556,87/170,51
2000,1000,964,0.964,0.566,87/169,51
2000,1000,976,0.976,0.721,88/171,51
2000,1000,976,0.976,0.754,88/171,51
2000,1000,964,0.964,0.57,86/168,51
2000,1000,976,0.976,1.267,88/171,51
2000,1000,964,0.964,0.767,87/169,51
2000,1000,976,0.976,0.495,87/170,51
2000,1000,976,0.976,0.698,88/171,51
2000,1000,964,0.964,0.884,87/169,51
2000,1000,976,0.976,0.761,90/173,52
2000,1000,976,0.976,0.529,87/170,51
2000,1000,964,0.964,33.015,1666/1748,95
2000,1000,964,0.964,6.358,0/82,0
400,1000,412,0.412,0.174,0/35,0
400,1000,400,0.4,0.216,0/34,0
400,1000,400,0.4,0.154,0/34,0
400,1000,400,0.4,0.165,0/34,0
400,1000,400,0.4,0.123,0/34,0
400,1000,400,0.4,0.178,0/34,0
400,1000,400,0.4,0.149,0/34,0
400,1000,400,0.4,0.148,0/34,0
400,1000,400,0.4,0.167,0/34,0
400,1000,400,0.4,0.136,0/34,0
400,1000,400,0.4,0.105,0/34,0
400,1000,400,0.4,0.101,0/34,0
400,1000,400,0.4,0.146,0/34,0
400,1000,400,0.4,0.119,0/34,0
400,1000,400,0.4,0.149,0/34,0
400,1000,400,0.4,0.183,0/34,0
400,1000,400,0.4,0.115,0/34,0
400,1000,400,0.4,0.121,0/34,0
400,1000,400,0.4,0.182,0/34,0
400,1000,400,0.4,0.12,0/34,0
400,1000,400,0.4,0.191,0/34,0
400,1000,400,0.4,0.14,0/34,0
400,1000,400,0.4,0.15,0/34,0
400,1000,400,0.4,0.151,0/34,0
400,1000,400,0.4,0.037,0/34,0
400,1000,400,0.4,0.12,0/34,0
400,1000,400,0.4,0.165,0/34,0
400,1000,400,0.4,0.195,0/34,0
400,1000,400,0.4,0.132,0/34,0
400,1000,400,0.4,0.193,0/34,0
400,1000,400,0.4,0.159,0/34,0
400,1000,400,0.4,0.188,0/34,0
400,1000,400,0.4,0.146,0/34,0
400,1000,400,0.4,0.159,0/34,0
400,1000,400,0.4,0.208,0/34,0
400,1000,400,0.4,0.152,0/34,0
400,1000,400,0.4,0.118,0/34,0
400,1000,400,0.4,0.197,0/34,0
400,1000,400,0.4,0.131,0/34,0
400,1000,400,0.4,0.092,0/34,0
400,1000,400,0.4,0.174,0/34,0
400,1000,400,0.4,0.152,0/34,0
400,1000,400,0.4,0.15,0/34,0
400,1000,400,0.4,0.199,0/34,0
400,1000,400,0.4,0.196,0/34,0
400,1000,400,0.4,0.159,0/34,0
400,1000,400,0.4,0.136,0/34,0
400,1000,400,0.4,0.126,0/34,0
400,1000,400,0.4,0.152,0/34,0
400,1000,400,0.4,0.138,0/34,0
400,1000,400,0.4,0.189,0/34,0
400,1000,400,0.4,0.147,0/34,0
400,1000,400,0.4,0.187,0/34,0
400,1000,400,0.4,0.208,0/34,0
400,1000,400,0.4,0.24,0/34,0
400,1000,400,0.4,0.14,0/34,0
400,1000,400,0.4,0.109,0/34,0
400,1000,400,0.4,0.098,0/34,0
400,1000,400,0.4,0.207,0/34,0
400,1000,400,0.4,0.128,0/34,0
800,1000,811,0.811,0.146,0/69,0
800,1000,800,0.8,0.123,0/68,0
800,1000,811,0.811,0.161,0/69,0
800,1000,800,0.8,0.17,0/68,0
800,1000,800,0.8,0.191,0/68,0
800,1000,800,0.8,0.161,0/68,0
800,1000,800,0.8,0.154,0/68,0
800,1000,800,0.8,0.169,0/68,0
800,1000,800,0.8,0.187,0/68,0
800,1000,800,0.8,0.144,0/68,0
800,1000,800,0.8,0.167,0/68,0
800,1000,800,0.8,0.263,0/68,0
800,1000,800,0.8,0.163,0/68,0
800,1000,800,0.8,0.196,0/68,0
800,1000,800,0.8,0.145,0/68,0
800,1000,800,0.8,0.124,0/68,0
800,1000,800,0.8,0.127,0/68,0
800,1000,800,0.8,0.164,0/68,0
800,1000,800,0.8,0.167,0/68,0
800,1000,800,0.8,0.172,0/68,0
800,1000,800,0.8,0.186,0/68,0
800,1000,800,0.8,0.203,0/68,0
800,1000,800,0.8,0.12,0/68,0
800,1000,800,0.8,0.181,0/68,0
800,1000,800,0.8,0.144,0/68,0
800,1000,800,0.8,0.181,0/68,0
800,1000,800,0.8,0.145,0/68,0
800,1000,800,0.8,0.247,0/68,0
800,1000,800,0.8,0.144,0/68,0
800,1000,800,0.8,0.133,0/68,0
800,1000,800,0.8,0.185,0/68,0
800,1000,800,0.8,0.126,0/68,0
800,1000,800,0.8,0.183,0/68,0
800,1000,800,0.8,0.164,0/68,0
800,1000,800,0.8,0.162,0/68,0
800,1000,800,0.8,0.206,0/68,0
800,1000,800,0.8,0.151,0/68,0
800,1000,800,0.8,0.146,0/68,0
800,1000,811,0.811,0.197,0/69,0
800,1000,800,0.8,0.159,0/68,0
800,1000,800,0.8,0.191,0/68,0
800,1000,800,0.8,0.161,0/68,0
800,1000,800,0.8,0.165,0/68,0
800,1000,800,0.8,0.178,0/68,0
800,1000,800,0.8,0.188,0/68,0
800,1000,800,0.8,0.195,0/68,0
800,1000,800,0.8,0.164,0/68,0
800,1000,800,0.8,0.206,0/68,0
800,1000,800,0.8,0.181,0/68,0
800,1000,800,0.8,0.187,0/68,0
800,1000,800,0.8,0.128,0/68,0
800,1000,800,0.8,0.19,0/68,0
800,1000,800,0.8,0.172,0/68,0
800,1000,800,0.8,0.17,0/68,0
800,1000,800,0.8,0.245,0/68,0
800,1000,800,0.8,0.221,0/68,0
800,1000,800,0.8,0.142,0/68,0
800,1000,800,0.8,0.217,0/68,0
800,1000,800,0.8,0.141,0/68,0
800,1000,800,0.8,0.155,0/68,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,964,0.964,2.286,0/82,0
1200,1000,976,0.976,2.291,0/83,0
1200,1000,976,0.976,2.294,0/83,0
1200,1000,964,0.964,2.3,0/82,0
1200,1000,976,0.976,2.306,0/83,0
1200,1000,964,0.964,2.319,0/82,0
1200,1000,976,0.976,2.318,0/83,0
1200,1000,976,0.976,2.31,0/83,0
1200,1000,964,0.964,2.318,0/82,0
1200,1000,976,0.976,2.376,0/83,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,964,0.964,2.331,0/82,0
1200,1000,976,0.976,2.309,0/83,0
1200,1000,964,0.964,2.294,0/82,0
1200,1000,976,0.976,2.34,0/83,0
1200,1000,976,0.976,2.298,0/83,0
1200,1000,964,0.964,2.299,0/82,0
1200,1000,976,0.976,2.366,0/83,0
1200,1000,964,0.964,2.302,0/82,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,976,0.976,2.413,0/83,0
1200,1000,964,0.964,2.372,0/82,0
1200,1000,976,0.976,2.307,0/83,0
1200,1000,976,0.976,2.3,0/83,0
1200,1000,964,0.964,2.3,0/82,0
